"","grant_title","id","organization","total_amount","group","Grant start date","start_month","start_day","start_year"
"617","TRABAJADOR GLOBAL",621,"Fundación Servicio Jesuita a Migrantes",28839001,"medium","12-30-2016","12","30","2016"
"618","Acción Sonrisas: Nuevas sonrisas para nuevos chilenos y chilenas",622,"Fundación Sonrisas",37388385,"medium","11-04-2016","11","04","2016"
"619","Escuela Sonrisas: Protegiendo las sonrisas del futuro",623,"Fundación Sonrisas",5184810,"low","05-19-2016","05","19","2016"
"620","Manejo integral de heridas, mejorando la calidad de vida de los niños con Piel de Cristal",624,"Fundación Sonrisas",200000,"low","12-30-2016","12","30","2016"
"621","Desarrollo empresarial para micro y pequeños empresas de las regiones II, III, V, RM",625,"Fundación Technoserve Chile",1092085,"low","03-03-2016","03","03","2016"
"622","Programa de Fortalecimiento de Microempresas de las",626,"Fundación Technoserve Chile",238898756,"high","09-16-2016","09","16","2016"
"623","Programa de capacitación y Potenciamiento de Micro y",627,"Fundación Technoserve Chile",70183544,"high","01-18-2016","01","18","2016"
"624","TRABAJO PERMANENTE DE ORGANIZACIÓN COMUNITARIA EN CAMPAMENTO",628,"Fundación Un Techo para Chile",692355374,"high","01-05-2016","01","05","2016"
"625","Construyendo Nuevos Barrios de Vivienda Social",629,"Fundación Urbanismo Social",197735196,"high","02-15-2016","02","15","2016"
"626","Desarrollando espacios seguros en Cerro Navia con",630,"Fundación Urbanismo Social",296780000,"high","09-07-2016","09","07","2016"
"627","Mi Barrio Sustentable 2016",631,"Fundación Urbanismo Social",62000000,"high","05-01-2016","05","01","2016"
"628","Prevensión del Deterioro en Barrios: Personas Felices y",632,"Fundación Urbanismo Social",67791806,"high","07-01-2016","07","01","2016"
"629","Construcción y Operación Casa Acogida - Fundación Camino",633,"Fundación de Ayuda Oncológica y Educacional",266167348,"high","01-22-2016","01","22","2016"
"630","Construye Tu Futuro",634,"Fundación por una Carrera",41574701,"medium","01-14-2016","01","14","2016"
"631","Area de familia y atención complementaria Colegio San",635,"Instituto San Juan Apóstol",9304000,"low","09-14-2016","09","14","2016"
"632","Análisis comparativo de la evaluación de la intervención",636,"Junto al Barrio",15442231,"medium","11-17-2016","11","17","2016"
"633","Construcción. recuperación. mantenimiento y mejoramiento",637,"Junto al Barrio",58046662,"high","06-07-2016","06","07","2016"
"634","Fortalecimiento Organizacional Barrial en Gabriela Mistral - La Palma",638,"Junto al Barrio",100000000,"high","04-21-2016","04","21","2016"
"635","Fortalecimiento Organizacional Barrial en Patria Nueva - El Rodeo",639,"Junto al Barrio",60000000,"high","08-17-2016","08","17","2016"
"636","Fortalecimiento Organizacional Barrial en Ramaditas",640,"Junto al Barrio",20000000,"medium","07-14-2016","07","14","2016"
"637","Fortalecimiento Organizacional Barrial en el Barrio Los Presidentes de Chile",641,"Junto al Barrio",60000000,"high","12-28-2016","12","28","2016"
"638","Fortalecimiento de Organizaciones sociales  de las Regiones",642,"Junto al Barrio",35169131,"medium","11-17-2016","11","17","2016"
"639","Fortalecimiento de Organizaciones sociales Coquimbo",643,"Junto al Barrio",1303320,"low","04-04-2016","04","04","2016"
"640","Fortalecimiento de Organizaciones sociales Santiago",644,"Junto al Barrio",1177549,"low","01-04-2016","01","04","2016"
"641","Fortalecimiento de Organizaciones sociales de los barrios.",645,"Junto al Barrio",2000000,"low","03-31-2016","03","31","2016"
"642","Mejoramiento. equipamiento y fortalecimiento",646,"Junto al Barrio",10282000,"low","11-28-2016","11","28","2016"
"643","Promocion y Articulacion social en Heroes del Mar",647,"Junto al Barrio",62000000,"high","01-13-2016","01","13","2016"
"644","Promoviendo la Integracion Territorial de Barrios: Juntos Levantamos la Parte Alta de Coquimbo",648,"Junto al Barrio",83300000,"high","01-29-2016","01","29","2016"
"645","Red nacional de dirigentes una plataforma de encuentro",649,"Junto al Barrio",27292836,"medium","11-17-2016","11","17","2016"
"646","Atrevetec: Talleres de Educación tecnológica sustentable",650,"La Ruta Solar",68000000,"high","11-01-2016","11","01","2016"
"647","Residencia Barbara Kast",651,"Maria Ayuda Corporación de Beneficencia",38607520,"medium","04-04-2016","04","04","2016"
"648","Residencia Divina Providencia",652,"Maria Ayuda Corporación de Beneficencia",32052140,"medium","06-16-2016","06","16","2016"
"649","Residencia Mixta María Ayuda Viña",653,"Maria Ayuda Corporación de Beneficencia",44300000,"medium","06-01-2016","06","01","2016"
"650","Residencia Navidad",654,"Maria Ayuda Corporación de Beneficencia",179219822,"high","01-31-2016","01","31","2016"
"651","Residencia Niñas María Ayuda Rancagua",655,"Maria Ayuda Corporación de Beneficencia",207297746,"high","01-29-2016","01","29","2016"
"652","Residencia Niños María Ayuda Chillán",656,"Maria Ayuda Corporación de Beneficencia",221921822,"high","01-31-2016","01","31","2016"
"653","Residencia Nuestra Señora de la Anunciación",657,"Maria Ayuda Corporación de Beneficencia",19616739,"medium","01-05-2016","01","05","2016"
"654","Residencia Nuestra Señora de la Esperanza",658,"Maria Ayuda Corporación de Beneficencia",21100000,"medium","04-15-2016","04","15","2016"
"655","Residencia Padre Hernán",659,"Maria Ayuda Corporación de Beneficencia",38056500,"medium","01-29-2016","01","29","2016"
"656","Residencia San José",660,"Maria Ayuda Corporación de Beneficencia",1000000,"low","12-19-2016","12","19","2016"
"657","Residencia Villa Santa María del Bosque",661,"Maria Ayuda Corporación de Beneficencia",63619504,"high","01-29-2016","01","29","2016"
"658","Red Innovacien",662,"ONG Innovacien",1850930,"low","06-30-2016","06","30","2016"
"659","Colonias infantiles, juveniles y talleres culturales por el buen uso del tiempo libre y generación de conductas protectoras y de vida sana niños, niñas y adolescentes del sector El Castillo de la comuna de La Pintana",663,"ONG JESÚS NIÑO",22243659,"medium","03-10-2016","03","10","2016"
"660","Programa de Apoyo a Estudiantes Mapuches de Enseñanza Media en Condiciones de Vulnerabilidad VIII y IX Región",664,"ONG OIES para los pueblos Indígenas",10000000,"low","03-11-2016","03","11","2016"
"661","FOLIO 418. CONSTRUYENDO MI FUTURO I",665,"ONG de Desarrollo ANSPAC",15250000,"medium","06-10-2016","06","10","2016"
"662","FOLIO 679. CONSTRUYENDO MI FUTURO II.",666,"ONG de Desarrollo ANSPAC",32290000,"medium","05-13-2016","05","13","2016"
"663","Red de Formación y Trabajo para el Sur Austral de Chile",667,"ONG de Desarrollo Consejo Empresarial de la Educación",123379410,"high","01-26-2016","01","26","2016"
"664","Centro de apredizaje",668,"ONG de desarrollo Pather Nostrum",1000000,"low","05-20-2016","05","20","2016"
"665","Cree n2t0r1o6 de apredizaje",669,"ONG de desarrollo Pather Nostrum",60000,"low","12-31-2016","12","31","2016"
"666","Programa de Apoyo a Estudiantes Mapuches de Enseñanza Media en Condiciones de Vulnerabilidad",670,"ORGANIZACIÓN NO GUNERNAMENTAL PARA",10000000,"low","09-28-2016","09","28","2016"
"667","Unidos por la Salud de los Niños",671,"Patronato Nacional de la Infancia",190164619,"high","02-02-2016","02","02","2016"
"668","Atención directa a niños y niñas vulnerada (as) en centro de protección simple. “Residencia Angeles Custodios",672,"Residencia Angeles Custodios perteneciente a",8775600,"low","07-13-2016","07","13","2016"
"669","Clinica Siria Movil en tu Colegio: Dientes Sanos, Niños Sanos",673,"Sociedad de Beneficencia Siria",1290000,"low","03-24-2016","03","24","2016"
